GEO_ID,geoid10,NAME,Population Groups,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)
1400000U,17031807900,Census Tract 8079,Total population,109808,27841
1400000U,17031808001,Census Tract 8080.01,Total population,101076,19330
1400000U,17031808002,Census Tract 8080.02,Total population,80730,9208
1400000U,17031808100,Census Tract 8081,Total population,49946,17169
1400000U,17031808200,Census Tract 8082,Total population,85111,7216
1400000U,17031808301,Census Tract 8083.01,Total population,61034,25106
1400000U,17031808302,Census Tract 8083.02,Total population,70521,18502
1400000U,17031808400,Census Tract 8084,Total population,107700,20208
1400000U,17031808500,Census Tract 8085,Total population,112361,9056
1400000U,17031808600,Census Tract 8086,Total population,152833,19309
1400000U,17031808702,Census Tract 8087.02,Total population,63333,28849
1400000U,17031808800,Census Tract 8088,Total population,142750,24471
1400000U,17031808900,Census Tract 8089,Total population,170089,32652
1400000U,17031809000,Census Tract 8090,Total population,179609,18391
1400000U,17031809100,Census Tract 8091,Total population,117500,26919
1400000U,17031809200,Census Tract 8092,Total population,45709,10959
1400000U,17031809300,Census Tract 8093,Total population,38385,9141
1400000U,17031809401,Census Tract 8094.01,Total population,84844,52928
1400000U,17031809402,Census Tract 8094.02,Total population,64318,23951
1400000U,17031809500,Census Tract 8095,Total population,65594,18503
1400000U,17031809600,Census Tract 8096,Total population,52031,49925
1400000U,17031809700,Census Tract 8097,Total population,127330,15580
1400000U,17031809800,Census Tract 8098,Total population,87685,58272
1400000U,17031809900,Census Tract 8099,Total population,112266,18048
1400000U,17031810000,Census Tract 8100,Total population,110091,19657
1400000U,17031810100,Census Tract 8101,Total population,88095,13707
1400000U,17031810200,Census Tract 8102,Total population,68398,10714
1400000U,17031810301,Census Tract 8103.01,Total population,81717,8994
1400000U,17031810302,Census Tract 8103.02,Total population,97163,27842
1400000U,17031810400,Census Tract 8104,Total population,125000,28909
1400000U,17031810501,Census Tract 8105.01,Total population,77868,17678
1400000U,17031810502,Census Tract 8105.02,Total population,79432,21503
1400000U,17031810600,Census Tract 8106,Total population,64044,12330
1400000U,17031810701,Census Tract 8107.01,Total population,55222,16616
1400000U,17031810702,Census Tract 8107.02,Total population,66827,12523
1400000U,17031810800,Census Tract 8108,Total population,89352,6381
1400000U,17031810900,Census Tract 8109,Total population,47983,12857
1400000U,17031811000,Census Tract 8110,Total population,94612,12129
1400000U,17031811100,Census Tract 8111,Total population,60754,16312
1400000U,17031811200,Census Tract 8112,Total population,73008,10193
1400000U,17031811301,Census Tract 8113.01,Total population,64806,7919
1400000U,17031811302,Census Tract 8113.02,Total population,52865,12858
1400000U,17031811401,Census Tract 8114.01,Total population,77105,13723
1400000U,17031811402,Census Tract 8114.02,Total population,67317,10779
1400000U,17031811500,Census Tract 8115,Total population,83516,17886
1400000U,17031811600,Census Tract 8116,Total population,55809,11576
1400000U,17031811701,Census Tract 8117.01,Total population,64094,8073
1400000U,17031811702,Census Tract 8117.02,Total population,49732,14991
1400000U,17031811800,Census Tract 8118,Total population,85838,8494
1400000U,17031811900,Census Tract 8119,Total population,145202,43814
1400000U,17031812000,Census Tract 8120,Total population,126109,16035
1400000U,17031812100,Census Tract 8121,Total population,107133,30075
1400000U,17031812200,Census Tract 8122,Total population,211354,53230
1400000U,17031812301,Census Tract 8123.01,Total population,84432,11176
1400000U,17031812302,Census Tract 8123.02,Total population,138092,47265
1400000U,17031812400,Census Tract 8124,Total population,223125,40585
1400000U,17031812500,Census Tract 8125,Total population,66720,4848
1400000U,17031812600,Census Tract 8126,Total population,63906,6992
1400000U,17031812700,Census Tract 8127,Total population,72500,20412
1400000U,17031812801,Census Tract 8128.01,Total population,65281,4635
1400000U,17031812802,Census Tract 8128.02,Total population,87803,16335
1400000U,17031812900,Census Tract 8129,Total population,140854,11103
1400000U,17031813000,Census Tract 8130,Total population,137344,20593
1400000U,17031813100,Census Tract 8131,Total population,115086,16434
1400000U,17031813200,Census Tract 8132,Total population,141563,28785
1400000U,17031813301,Census Tract 8133.01,Total population,49500,19116
1400000U,17031813302,Census Tract 8133.02,Total population,50404,10275
1400000U,17031813400,Census Tract 8134,Total population,62246,8613
1400000U,17031813500,Census Tract 8135,Total population,64188,9079
1400000U,17031813600,Census Tract 8136,Total population,61522,11308
1400000U,17031813701,Census Tract 8137.01,Total population,54853,12851
1400000U,17031813702,Census Tract 8137.02,Total population,73125,26768
1400000U,17031813801,Census Tract 8138.01,Total population,44080,9366
1400000U,17031813802,Census Tract 8138.02,Total population,52379,14762
1400000U,17031813900,Census Tract 8139,Total population,54036,15347
1400000U,17031814000,Census Tract 8140,Total population,70294,17777
1400000U,17031814100,Census Tract 8141,Total population,44135,7374
1400000U,17031814200,Census Tract 8142,Total population,58891,4101
1400000U,17031814300,Census Tract 8143,Total population,47355,2619
1400000U,17031814400,Census Tract 8144,Total population,57019,13053
1400000U,17031814500,Census Tract 8145,Total population,74151,7802
1400000U,17031814600,Census Tract 8146,Total population,84261,20537
1400000U,17031814700,Census Tract 8147,Total population,76750,16175
1400000U,17031814800,Census Tract 8148,Total population,58387,4074
1400000U,17031814900,Census Tract 8149,Total population,51529,11282
1400000U,17031815000,Census Tract 8150,Total population,70505,9808
1400000U,17031815100,Census Tract 8151,Total population,72347,12302
1400000U,17031815200,Census Tract 8152,Total population,58568,15494
1400000U,17031815300,Census Tract 8153,Total population,89071,14724
1400000U,17031815400,Census Tract 8154,Total population,57868,25253
1400000U,17031815500,Census Tract 8155,Total population,76929,14340
1400000U,17031815600,Census Tract 8156,Total population,58709,22033
1400000U,17031815701,Census Tract 8157.01,Total population,136994,11516
1400000U,17031815702,Census Tract 8157.02,Total population,125115,22926
1400000U,17031815800,Census Tract 8158,Total population,98920,20341
1400000U,17031815900,Census Tract 8159,Total population,73318,14206
1400000U,17031816000,Census Tract 8160,Total population,91000,17796
1400000U,17031816100,Census Tract 8161,Total population,54602,12813
1400000U,17031816200,Census Tract 8162,Total population,74281,13156
1400000U,17031816300,Census Tract 8163,Total population,63973,10899
1400000U,17031816401,Census Tract 8164.01,Total population,63326,15657
1400000U,17031816402,Census Tract 8164.02,Total population,57279,12560
1400000U,17031816500,Census Tract 8165,Total population,45705,8767
1400000U,17031816600,Census Tract 8166,Total population,68154,6750
1400000U,17031816700,Census Tract 8167,Total population,60531,18588
1400000U,17031816800,Census Tract 8168,Total population,73137,4903
1400000U,17031816900,Census Tract 8169,Total population,83077,13352
1400000U,17031817000,Census Tract 8170,Total population,59236,11784
1400000U,17031817101,Census Tract 8171.01,Total population,53902,18238
1400000U,17031817102,Census Tract 8171.02,Total population,65186,23832
1400000U,17031817200,Census Tract 8172,Total population,42880,13407
1400000U,17031817300,Census Tract 8173,Total population,53950,7119
1400000U,17031817400,Census Tract 8174,Total population,83404,13505
1400000U,17031817500,Census Tract 8175,Total population,58480,23869
1400000U,17031817600,Census Tract 8176,Total population,41495,8226
1400000U,17031817700,Census Tract 8177,Total population,75072,12193
1400000U,17031817900,Census Tract 8179,Total population,57320,12600
1400000U,17031818000,Census Tract 8180,Total population,47348,19806
1400000U,17031818100,Census Tract 8181,Total population,110208,22894
1400000U,17031818200,Census Tract 8182,Total population,103906,19655
1400000U,17031818300,Census Tract 8183,Total population,69606,10348
1400000U,17031818401,Census Tract 8184.01,Total population,61667,8913
1400000U,17031818402,Census Tract 8184.02,Total population,77667,17077
1400000U,17031818500,Census Tract 8185,Total population,93161,17133
1400000U,17031818600,Census Tract 8186,Total population,95404,12555
1400000U,17031818700,Census Tract 8187,Total population,106063,15513
1400000U,17031818800,Census Tract 8188,Total population,101771,19031
1400000U,17031818900,Census Tract 8189,Total population,88203,13836
1400000U,17031819000,Census Tract 8190,Total population,157188,18062
1400000U,17031819100,Census Tract 8191,Total population,45205,11929
1400000U,17031819200,Census Tract 8192,Total population,87722,20633
1400000U,17031819300,Census Tract 8193,Total population,81993,14228
1400000U,17031819400,Census Tract 8194,Total population,73333,26248
1400000U,17031819500,Census Tract 8195,Total population,77475,9479
1400000U,17031819600,Census Tract 8196,Total population,183068,30787
1400000U,17031819700,Census Tract 8197,Total population,143542,44356
1400000U,17031819801,Census Tract 8198.01,Total population,189861,30533
1400000U,17031819802,Census Tract 8198.02,Total population,171250,16040
1400000U,17031819900,Census Tract 8199,Total population,207692,32256
1400000U,17031820000,Census Tract 8200,Total population,223250,54477
1400000U,17031820101,Census Tract 8201.01,Total population,125607,15504
1400000U,17031820103,Census Tract 8201.03,Total population,79108,2453
1400000U,17031820104,Census Tract 8201.04,Total population,78088,16357
1400000U,17031820202,Census Tract 8202.02,Total population,67664,6503
1400000U,17031820203,Census Tract 8202.03,Total population,127823,35426
1400000U,17031820204,Census Tract 8202.04,Total population,113218,43309
1400000U,17031820300,Census Tract 8203,Total population,58529,15491
1400000U,17031820400,Census Tract 8204,Total population,45515,7309
1400000U,17031820501,Census Tract 8205.01,Total population,66194,11153
1400000U,17031820502,Census Tract 8205.02,Total population,56108,12756
1400000U,17031820603,Census Tract 8206.03,Total population,64243,8148
1400000U,17031820604,Census Tract 8206.04,Total population,44462,7644
1400000U,17031820605,Census Tract 8206.05,Total population,50313,12010
1400000U,17031820606,Census Tract 8206.06,Total population,88333,16448
1400000U,17031820700,Census Tract 8207,Total population,61507,12547
1400000U,17031820800,Census Tract 8208,Total population,76936,6244
1400000U,17031820901,Census Tract 8209.01,Total population,66726,8599
1400000U,17031820902,Census Tract 8209.02,Total population,95388,19258
1400000U,17031821001,Census Tract 8210.01,Total population,53802,7445
1400000U,17031821002,Census Tract 8210.02,Total population,64167,14030
1400000U,17031821101,Census Tract 8211.01,Total population,76198,8843
1400000U,17031821102,Census Tract 8211.02,Total population,72778,15917
1400000U,17031821200,Census Tract 8212,Total population,36502,8779
1400000U,17031821300,Census Tract 8213,Total population,43783,15165
1400000U,17031821401,Census Tract 8214.01,Total population,50306,10617
1400000U,17031821402,Census Tract 8214.02,Total population,61510,10926
1400000U,17031821500,Census Tract 8215,Total population,23000,10409
1400000U,17031821600,Census Tract 8216,Total population,74847,5719
1400000U,17031821700,Census Tract 8217,Total population,90938,14519
1400000U,17031821800,Census Tract 8218,Total population,78075,16585
1400000U,17031821900,Census Tract 8219,Total population,93720,15885
1400000U,17031822000,Census Tract 8220,Total population,52639,4046
1400000U,17031822101,Census Tract 8221.01,Total population,70613,5802
1400000U,17031822102,Census Tract 8221.02,Total population,65321,22382
1400000U,17031822200,Census Tract 8222,Total population,80313,14182
1400000U,17031822301,Census Tract 8223.01,Total population,88375,30603
1400000U,17031822302,Census Tract 8223.02,Total population,58224,20176
1400000U,17031822400,Census Tract 8224,Total population,54299,13246
1400000U,17031822500,Census Tract 8225,Total population,81569,18020
1400000U,17031822601,Census Tract 8226.01,Total population,76736,15052
1400000U,17031822602,Census Tract 8226.02,Total population,74231,23261
1400000U,17031822701,Census Tract 8227.01,Total population,63990,13394
1400000U,17031822702,Census Tract 8227.02,Total population,67568,6992
1400000U,17031822801,Census Tract 8228.01,Total population,82742,17160
1400000U,17031822802,Census Tract 8228.02,Total population,91691,38333
1400000U,17031822900,Census Tract 8229,Total population,53750,13854
1400000U,17031823001,Census Tract 8230.01,Total population,56234,9533
1400000U,17031823002,Census Tract 8230.02,Total population,66486,32310
1400000U,17031823101,Census Tract 8231.01,Total population,49425,5622
1400000U,17031823102,Census Tract 8231.02,Total population,75210,15540
1400000U,17031823200,Census Tract 8232,Total population,59899,14273
1400000U,17031823302,Census Tract 8233.02,Total population,49336,8725
1400000U,17031823303,Census Tract 8233.03,Total population,78449,12460
1400000U,17031823304,Census Tract 8233.04,Total population,50739,8879
1400000U,17031823400,Census Tract 8234,Total population,58944,6817
1400000U,17031823500,Census Tract 8235,Total population,57660,13399
1400000U,17031823602,Census Tract 8236.02,Total population,72837,7829
1400000U,17031823603,Census Tract 8236.03,Total population,64263,19079
1400000U,17031823604,Census Tract 8236.04,Total population,106250,19676
1400000U,17031823605,Census Tract 8236.05,Total population,87458,22047
1400000U,17031823702,Census Tract 8237.02,Total population,79805,18020
1400000U,17031823703,Census Tract 8237.03,Total population,62337,6278
1400000U,17031823704,Census Tract 8237.04,Total population,94109,9941
1400000U,17031823705,Census Tract 8237.05,Total population,65403,15435
1400000U,17031823801,Census Tract 8238.01,Total population,110671,16898
1400000U,17031823803,Census Tract 8238.03,Total population,75482,30269
1400000U,17031823805,Census Tract 8238.05,Total population,56923,18395
1400000U,17031823806,Census Tract 8238.06,Total population,51943,6696
1400000U,17031823901,Census Tract 8239.01,Total population,113205,18096
1400000U,17031823903,Census Tract 8239.03,Total population,106694,21699
1400000U,17031823904,Census Tract 8239.04,Total population,106607,19042
1400000U,17031824003,Census Tract 8240.03,Total population,103117,27251
1400000U,17031824004,Census Tract 8240.04,Total population,96914,10876
1400000U,17031824005,Census Tract 8240.05,Total population,127061,24532
1400000U,17031824006,Census Tract 8240.06,Total population,150985,18140
1400000U,17031824105,Census Tract 8241.05,Total population,102859,17332
1400000U,17031824106,Census Tract 8241.06,Total population,93739,11497
1400000U,17031824107,Census Tract 8241.07,Total population,79442,19948
1400000U,17031824113,Census Tract 8241.13,Total population,108239,13469
1400000U,17031824114,Census Tract 8241.14,Total population,124125,22222
1400000U,17031824115,Census Tract 8241.15,Total population,88041,27728
1400000U,17031824116,Census Tract 8241.16,Total population,69020,11439
1400000U,17031824119,Census Tract 8241.19,Total population,95697,9780
1400000U,17031824121,Census Tract 8241.21,Total population,85122,5332
1400000U,17031824122,Census Tract 8241.22,Total population,102676,19796
1400000U,17031824123,Census Tract 8241.23,Total population,87393,12228
1400000U,17031824124,Census Tract 8241.24,Total population,82592,10744
1400000U,17031824125,Census Tract 8241.25,Total population,110560,18099
1400000U,17031824126,Census Tract 8241.26,Total population,155069,22150
1400000U,17031824127,Census Tract 8241.27,Total population,104833,28890
1400000U,17031824128,Census Tract 8241.28,Total population,87734,23573
1400000U,17031824129,Census Tract 8241.29,Total population,88101,5845
1400000U,17031824300,Census Tract 8243,Total population,34087,14112
1400000U,17031824400,Census Tract 8244,Total population,42891,20667
1400000U,17031824503,Census Tract 8245.03,Total population,72772,9398
1400000U,17031824505,Census Tract 8245.05,Total population,66810,6797
1400000U,17031824507,Census Tract 8245.07,Total population,81196,14506
1400000U,17031824508,Census Tract 8245.08,Total population,63065,8791
1400000U,17031824509,Census Tract 8245.09,Total population,105650,17428
1400000U,17031824601,Census Tract 8246.01,Total population,82660,7143
1400000U,17031824602,Census Tract 8246.02,Total population,68021,19349
1400000U,17031824701,Census Tract 8247.01,Total population,52222,20806
1400000U,17031824702,Census Tract 8247.02,Total population,53467,9380
1400000U,17031824800,Census Tract 8248,Total population,52211,8771
1400000U,17031824900,Census Tract 8249,Total population,40833,7303
1400000U,17031825000,Census Tract 8250,Total population,66857,13757
1400000U,17031825200,Census Tract 8252,Total population,79286,19126
1400000U,17031825302,Census Tract 8253.02,Total population,85800,12734
1400000U,17031825303,Census Tract 8253.03,Total population,70441,11229
1400000U,17031825304,Census Tract 8253.04,Total population,85865,6366
1400000U,17031825400,Census Tract 8254,Total population,71528,20747
1400000U,17031825501,Census Tract 8255.01,Total population,54313,9898
1400000U,17031825503,Census Tract 8255.03,Total population,62397,23177
1400000U,17031825504,Census Tract 8255.04,Total population,66534,22076
1400000U,17031825505,Census Tract 8255.05,Total population,63027,8862
1400000U,17031825600,Census Tract 8256,Total population,48133,6184
1400000U,17031825700,Census Tract 8257,Total population,50556,12403
1400000U,17031825801,Census Tract 8258.01,Total population,41918,11146
1400000U,17031825802,Census Tract 8258.02,Total population,62108,14241
1400000U,17031825803,Census Tract 8258.03,Total population,54835,10169
1400000U,17031825900,Census Tract 8259,Total population,56043,3147
1400000U,17031826000,Census Tract 8260,Total population,56952,13698
1400000U,17031826100,Census Tract 8261,Total population,52797,17519
1400000U,17031826201,Census Tract 8262.01,Total population,40684,12247
1400000U,17031826202,Census Tract 8262.02,Total population,44099,19299
1400000U,17031826301,Census Tract 8263.01,Total population,64615,12890
1400000U,17031826303,Census Tract 8263.03,Total population,58269,7313
1400000U,17031826304,Census Tract 8263.04,Total population,49830,20831
1400000U,17031826401,Census Tract 8264.01,Total population,51250,14052
1400000U,17031826402,Census Tract 8264.02,Total population,44826,15250
1400000U,17031826500,Census Tract 8265,Total population,46380,13164
1400000U,17031826600,Census Tract 8266,Total population,40729,4742
1400000U,17031826700,Census Tract 8267,Total population,34984,21355
1400000U,17031826800,Census Tract 8268,Total population,52658,10492
1400000U,17031826901,Census Tract 8269.01,Total population,27845,15971
1400000U,17031826902,Census Tract 8269.02,Total population,31544,9693
1400000U,17031827000,Census Tract 8270,Total population,40012,9322
1400000U,17031827100,Census Tract 8271,Total population,28942,13805
1400000U,17031827200,Census Tract 8272,Total population,52619,19353
1400000U,17031827300,Census Tract 8273,Total population,22269,6118
1400000U,17031827400,Census Tract 8274,Total population,30562,6546
1400000U,17031827500,Census Tract 8275,Total population,53036,13934
1400000U,17031827600,Census Tract 8276,Total population,41494,6595
1400000U,17031827700,Census Tract 8277,Total population,47569,8135
1400000U,17031827801,Census Tract 8278.01,Total population,70081,2817
1400000U,17031827802,Census Tract 8278.02,Total population,93036,21379
1400000U,17031827804,Census Tract 8278.04,Total population,61289,28209
1400000U,17031827805,Census Tract 8278.05,Total population,84345,19798
1400000U,17031827901,Census Tract 8279.01,Total population,94904,23308
1400000U,17031827902,Census Tract 8279.02,Total population,53878,8412
1400000U,17031828000,Census Tract 8280,Total population,61330,10344
1400000U,17031828100,Census Tract 8281,Total population,57304,17852
1400000U,17031828201,Census Tract 8282.01,Total population,69224,8938
1400000U,17031828202,Census Tract 8282.02,Total population,51658,16684
1400000U,17031828300,Census Tract 8283,Total population,56336,10674
1400000U,17031828401,Census Tract 8284.01,Total population,71958,11663
1400000U,17031828402,Census Tract 8284.02,Total population,46645,8988
1400000U,17031828503,Census Tract 8285.03,Total population,51972,17499
1400000U,17031828504,Census Tract 8285.04,Total population,47745,12528
1400000U,17031828505,Census Tract 8285.05,Total population,90387,16387
1400000U,17031828507,Census Tract 8285.07,Total population,86058,19688
1400000U,17031828508,Census Tract 8285.08,Total population,47692,13330
1400000U,17031828601,Census Tract 8286.01,Total population,88407,6842
1400000U,17031828602,Census Tract 8286.02,Total population,101205,7594
1400000U,17031828701,Census Tract 8287.01,Total population,64643,26562
1400000U,17031828702,Census Tract 8287.02,Total population,63811,14562
1400000U,17031828801,Census Tract 8288.01,Total population,104658,6476
1400000U,17031828802,Census Tract 8288.02,Total population,77932,7137
1400000U,17031828900,Census Tract 8289,Total population,61296,12645
1400000U,17031829000,Census Tract 8290,Total population,30333,13989
1400000U,17031829100,Census Tract 8291,Total population,32054,8172
1400000U,17031829200,Census Tract 8292,Total population,51884,5900
1400000U,17031829301,Census Tract 8293.01,Total population,82863,18191
1400000U,17031829302,Census Tract 8293.02,Total population,45369,17458
1400000U,17031829401,Census Tract 8294.01,Total population,33333,17208
1400000U,17031829402,Census Tract 8294.02,Total population,44922,13065
1400000U,17031829500,Census Tract 8295,Total population,45119,7243
1400000U,17031829600,Census Tract 8296,Total population,52969,10190
1400000U,17031829700,Census Tract 8297,Total population,43862,6273
1400000U,17031829800,Census Tract 8298,Total population,126462,26393
1400000U,17031829902,Census Tract 8299.02,Total population,82353,12543
1400000U,17031829903,Census Tract 8299.03,Total population,69016,26250
1400000U,17031829904,Census Tract 8299.04,Total population,77852,9440
1400000U,17031830001,Census Tract 8300.01,Total population,38197,11417
1400000U,17031830003,Census Tract 8300.03,Total population,101078,12811
1400000U,17031830004,Census Tract 8300.04,Total population,103333,8989
1400000U,17031830005,Census Tract 8300.05,Total population,92917,18285
1400000U,17031830006,Census Tract 8300.06,Total population,-,**
1400000U,17031830007,Census Tract 8300.07,Total population,56852,18605
1400000U,17031830008,Census Tract 8300.08,Total population,100260,17667
1400000U,17031830100,Census Tract 8301,Total population,91875,37914
1400000U,17031830201,Census Tract 8302.01,Total population,41250,22220
1400000U,17031830202,Census Tract 8302.02,Total population,77669,12273
1400000U,17031830300,Census Tract 8303,Total population,50224,14044
1400000U,17031830400,Census Tract 8304,Total population,55783,4856
1400000U,17031830500,Census Tract 8305,Total population,40736,8954
1400000U,17031830600,Census Tract 8306,Total population,59213,9634
1400000U,17031830700,Census Tract 8307,Total population,60432,9612
1400000U,17031830800,Census Tract 8308,Total population,79534,8732
1400000U,17031830900,Census Tract 8309,Total population,123083,18510
1400000U,17031831000,Census Tract 8310,Total population,161958,20949
1400000U,17031831100,Census Tract 8311,Total population,88217,15095
1400000U,17031831200,Census Tract 8312,Total population,48605,13280
1400000U,17031831300,Census Tract 8313,Total population,46208,15257
1400000U,17031831400,Census Tract 8314,Total population,35257,15642
1400000U,17031831500,Census Tract 8315,Total population,66447,16414
1400000U,17031831600,Census Tract 8316,Total population,51250,11280
1400000U,17031831700,Census Tract 8317,Total population,40353,20056
1400000U,17031831800,Census Tract 8318,Total population,68885,12202
1400000U,17031831900,Census Tract 8319,Total population,135354,22960
1400000U,17031832000,Census Tract 8320,Total population,126875,37179
1400000U,17031832100,Census Tract 8321,Total population,84016,21038
1400000U,17031832200,Census Tract 8322,Total population,136882,13388
1400000U,17031832300,Census Tract 8323,Total population,117015,16892
1400000U,17031832400,Census Tract 8324,Total population,122372,11059
1400000U,17031832500,Census Tract 8325,Total population,149000,45973
1400000U,17031832600,Census Tract 8326,Total population,187857,29835
1400000U,17031832900,Census Tract 8329,Total population,70022,16934
1400000U,17031833000,Census Tract 8330,Total population,172750,24268
1400000U,17031833100,Census Tract 8331,Total population,135313,34684
1400000U,17031833300,Census Tract 8333,Total population,69659,20374
1400000U,17031833900,Census Tract 8339,Total population,35822,12567
1400000U,17031834000,Census Tract 8340,Total population,36346,10469
1400000U,17031834200,Census Tract 8342,Total population,57994,13580
1400000U,17031834300,Census Tract 8343,Total population,56699,16461
1400000U,17031834400,Census Tract 8344,Total population,35093,32246
1400000U,17031834500,Census Tract 8345,Total population,34261,22562
1400000U,17031834600,Census Tract 8346,Total population,25000,8503
1400000U,17031834700,Census Tract 8347,Total population,24412,20266
1400000U,17031834800,Census Tract 8348,Total population,18973,2933
1400000U,17031834900,Census Tract 8349,Total population,16574,7608
1400000U,17031835000,Census Tract 8350,Total population,29966,8183
1400000U,17031835100,Census Tract 8351,Total population,43203,8392
1400000U,17031835200,Census Tract 8352,Total population,75750,37669
1400000U,17031835500,Census Tract 8355,Total population,17454,4864
1400000U,17031835800,Census Tract 8358,Total population,84904,16645
1400000U,17031836000,Census Tract 8360,Total population,71776,22007
1400000U,17031836100,Census Tract 8361,Total population,24306,8543
1400000U,17031836200,Census Tract 8362,Total population,137083,86458
1400000U,17031836300,Census Tract 8363,Total population,57643,18180
1400000U,17031836400,Census Tract 8364,Total population,26563,14632
1400000U,17031836500,Census Tract 8365,Total population,50208,10677
1400000U,17031836600,Census Tract 8366,Total population,61726,9116
1400000U,17031836700,Census Tract 8367,Total population,40060,20369
1400000U,17031836800,Census Tract 8368,Total population,17778,7096
1400000U,17031836900,Census Tract 8369,Total population,-,**
1400000U,17031837000,Census Tract 8370,Total population,34688,18030
1400000U,17031837100,Census Tract 8371,Total population,-,**
1400000U,17031837300,Census Tract 8373,Total population,18364,8699
1400000U,17031837400,Census Tract 8374,Total population,32284,14036
1400000U,17031837800,Census Tract 8378,Total population,58148,29189
1400000U,17031838000,Census Tract 8380,Total population,32833,19678
1400000U,17031838100,Census Tract 8381,Total population,15801,10157
1400000U,17031838200,Census Tract 8382,Total population,94464,35148
1400000U,17031838300,Census Tract 8383,Total population,92118,18401
1400000U,17031838600,Census Tract 8386,Total population,18976,3546
1400000U,17031838700,Census Tract 8387,Total population,26105,10786
1400000U,17031838800,Census Tract 8388,Total population,27143,6866
1400000U,17031839000,Census Tract 8390,Total population,103298,29288
1400000U,17031839100,Census Tract 8391,Total population,112257,12014
1400000U,17031839200,Census Tract 8392,Total population,40533,8651
1400000U,17031839500,Census Tract 8395,Total population,-,**
1400000U,17031839600,Census Tract 8396,Total population,59688,11932
1400000U,17031839700,Census Tract 8397,Total population,82670,12630
1400000U,17031839800,Census Tract 8398,Total population,71750,8980
1400000U,17031839900,Census Tract 8399,Total population,92759,24059
1400000U,17031840000,Census Tract 8400,Total population,99342,34294
1400000U,17031840100,Census Tract 8401,Total population,60042,7029
1400000U,17031840200,Census Tract 8402,Total population,42188,10983
1400000U,17031840300,Census Tract 8403,Total population,61131,19820
1400000U,17031840400,Census Tract 8404,Total population,66958,20404
1400000U,17031840700,Census Tract 8407,Total population,76629,19766
1400000U,17031840800,Census Tract 8408,Total population,43807,5623
1400000U,17031841000,Census Tract 8410,Total population,96000,46258
1400000U,17031841100,Census Tract 8411,Total population,39356,23885
1400000U,17031841200,Census Tract 8412,Total population,56667,3538
1400000U,17031841300,Census Tract 8413,Total population,52246,9934
1400000U,17031841500,Census Tract 8415,Total population,29250,5211
1400000U,17031841700,Census Tract 8417,Total population,17266,10072
1400000U,17031841800,Census Tract 8418,Total population,45256,19776
1400000U,17031841900,Census Tract 8419,Total population,120112,9490
1400000U,17031842000,Census Tract 8420,Total population,107000,35591
1400000U,17031842100,Census Tract 8421,Total population,45318,12024
1400000U,17031842200,Census Tract 8422,Total population,90078,16151
1400000U,17031842300,Census Tract 8423,Total population,156815,17861
1400000U,17031842400,Census Tract 8424,Total population,46723,25474
1400000U,17031842500,Census Tract 8425,Total population,23884,5917
1400000U,17031842600,Census Tract 8426,Total population,81712,10593
1400000U,17031842800,Census Tract 8428,Total population,39808,14469
1400000U,17031842900,Census Tract 8429,Total population,28125,19400
1400000U,17031843000,Census Tract 8430,Total population,22500,8764
1400000U,17031843100,Census Tract 8431,Total population,42656,8002
1400000U,17031843200,Census Tract 8432,Total population,58162,11192
1400000U,17031843300,Census Tract 8433,Total population,21583,10624
1400000U,17031843400,Census Tract 8434,Total population,34212,2136
1400000U,17031843500,Census Tract 8435,Total population,33906,28358
1400000U,17031843600,Census Tract 8436,Total population,50725,21860
1400000U,17031843700,Census Tract 8437,Total population,161739,43639
1400000U,17031843800,Census Tract 8438,Total population,29844,7456
1400000U,17031843900,Census Tract 8439,Total population,57682,21618
1400000U,17031844600,Census Tract 8446,Total population,67634,44136
1400000U,17031844700,Census Tract 8447,Total population,31898,10356
